RESULT	增救.v 2100005001	拯救 1.0	挽救 0.9	救助 0.8	营救 0.7	援救 0.6	搭救 0.5	救援 0.29999999999999993	抢 0.19999999999999996	铜铁0 -1	铜铁1 -2
RESULT	标准.v 2102005073	规范 1.0	准则 0.9	规则 0.8	规格 0.7	要求 0.6	标准化 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	标准.v 2102009024	规范 1.0	规格 0.9	要求 0.8	标准化 0.7	标准性 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	标准.v 2102010027	规范 1.0	规格 0.9	规定 0.8	要求 0.7	标准尺寸 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	标准.v 2102011001	规范 1.0	准则 0.9	规则 0.8	要求 0.7	标准化 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	标准.v 2102012002	正规 1.0	规范 0.9	标准化 0.8	质量保证 0.7	合格证书 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	标准.v 2105008007	要求 1.0	标准 0.9	规范 0.8	准则 0.7	规格 0.6	规定 0.29999999999999993	标 0.19999999999999996	铜铁0 -1	铜铁1 -2	铜铁2 -3
RESULT	严格.v 2101007014	严厉 1.0	严密 0.9	严谨 0.8	严格执行 0.7	严肃 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	严格.v 2101033004	严密 1.0	严厉 0.9	严谨 0.8	严格的 0.7	严明 0.6	严正 0.5	严肃 0.3999999999999999	严酷 0.29999999999999993	严峻 0.19999999999999996	铜铁0 -1
RESULT	严格.v 2102009019	严谨 1.0	严密 0.9	严厉 0.8	严肃 0.7	严正 0.6	严格执行 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	质量管理.v 2101007015	品质控制 1.0	质量控制 0.9	质量监督 0.8	质量保证 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	质量管理.v 2101033006	质量控制 1.0	质量标准 0.9	质量保证 0.8	质量监督 0.7	质量检 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	质量管理.v 2101041019	质量控制 1.0	质量监督 0.9	质量保证 0.8	质量标准化 0.7	质量 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	质量管理.v 2102005051	质量控制 1.0	质量监督 0.9	质量保证 0.8	质量检查 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	质量管理.v 2102005062	质量控制 1.0	质量监督 0.9	质量保证 0.8	质量检查 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	摸索.v 2101007017	探索 1.0	探寻 0.9	探测 0.8	探究 0.7	探讨 0.6	探 0.29999999999999993	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	出.v 2101007018	找到 1.0	发现 0.9	探索 0.8	挖掘 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	出.v 2101015021	创造 1.0	制造 0.9	创建 0.8	发挥 0.7	发展 0.6	打造 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	出.v 2102010032	发出 1.0	出口 0.9	发行 0.8	发射 0.7	发送 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	出.v 2106004009	表达 1.0	表现 0.9	显示 0.8	阐明 0.7	揭示 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	出.v 2106004018	表达 1.0	表现 0.9	显示 0.8	阐明 0.7	揭示 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	兴.v 2101007023	振兴 1.0	发展 0.9	提升 0.8	推动 0.7	改善 0.6	改进 0.5	进步 0.3999999999999999	发扬 0.29999999999999993	弘 0.19999999999999996	铜铁0 -1
RESULT	兴.v 2101045004	兴旺 1.0	发展 0.9	发达 0.8	繁荣 0.7	昌盛 0.6	蓬勃 0.5	繁荣发展 0.3999999999999999	铜铁0 -1	铜铁1 -2	铜铁2 -3
RESULT	兴.v 2101045011	兴旺 1.0	发展 0.9	发达 0.8	繁荣 0.7	昌盛 0.6	蓬勃 0.5	繁荣发展 0.3999999999999999	铜铁0 -1	铜铁1 -2	铜铁2 -3
RESULT	振兴.v 2101007027	振兴可以替换为发展 1.0	发扬 0.9	提升 0.8	推动 0.7	促进等 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	振兴.v 2102016019	振兴可以替换为复兴 1.0	复苏 0.9	兴旺 0.8	发展 0.7	发扬 0.6	振作 0.5	 0.3999999999999999	铜铁0 -1	铜铁1 -2	铜铁2 -3
RESULT	路.v 2101007029	道路 1.0	路线 0.9	步骤 0.8	方法 0.7	途径 0.6	步伐 0.5	步阶 0.3999999999999999	轨迹 0.29999999999999993	轨 0.19999999999999996	铜铁0 -1
RESULT	淡漠.v 2101008006	不关心 1.0	冷漠 0.9	漠视 0.8	无动于衷 0.7	不重视 0.6	不重要 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	有所.v 2101008008	有所可以替换为有所了解 1.0	有所领悟 0.9	有所认知等 0.8	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	有所.v 2101010018	富有 1.0	显著 0.9	明显 0.8	显而易见 0.7	显着 0.5	 0.29999999999999993	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	精品.v 2101008015	优质 1.0	高级 0.9	卓越 0.8	卓著 0.7	杰出 0.6	出色 0.5	上乘 0.3999999999999999	顶级 0.29999999999999993	高 0.19999999999999996	铜铁0 -1
RESULT	精品.v 2101044024	名牌 1.0	高档 0.9	高级 0.8	高品质 0.7	优质 0.6	精美 0.5	精致 0.3999999999999999	精品 0.29999999999999993	铜铁0 -1	铜铁1 -2
RESULT	意识.v 2101008016	觉悟 1.0	见识 0.9	认知 0.8	观念 0.7	理解 0.6	看法 0.5	思想 0.3999999999999999	感悟 0.29999999999999993	铜铁0 -1	铜铁1 -2
RESULT	意识.v 2101019008	认识 1.0	觉悟 0.9	观念 0.8	理解 0.7	感知 0.6	概念 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	意识.v 2102005010	理念 1.0	思想 0.9	观念 0.8	信念 0.7	见解 0.6	看法 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	意识.v 2102007011	理解 1.0	认知 0.9	觉悟 0.8	观念 0.7	思想 0.6	感知 0.5	知觉 0.3999999999999999	铜铁0 -1	铜铁1 -2	铜铁2 -3
RESULT	大潮.v 2101008021	潮流 1.0	浪潮 0.9	洪流 0.8	洪水 0.7	洪峰 0.6	洪涛 0.5	汹涌 0.3999999999999999	涌动 0.29999999999999993	铜铁0 -1	铜铁1 -2
RESULT	弄潮.v 2101008023	探索 1.0	探究 0.9	探究出 0.8	探索出 0.7	探寻出 0.6	探究出来 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	付出.v 2101008024	支付 1.0	投入 0.9	投放 0.8	投资 0.7	花费 0.6	消耗 0.5	耗费 0.3999999999999999	铜铁0 -1	铜铁1 -2	铜铁2 -3
RESULT	代价.v 2101008025	成本 1.0	投入 0.9	牺牲 0.8	费用 0.7	损失 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	得来.v 2101008027	获得 1.0	赢得 0.9	获取 0.8	赚取 0.7	赚得 0.6	赢取 0.5	赚到 0.3999999999999999	赢到 0.29999999999999993	铜铁0 -1	铜铁1 -2
RESULT	从中.v 2101009000	从此 1.0	从而 0.9	从此以后 0.8	从那时起 0.7	从这里 0.6	从中可以看出 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	感悟.v 2101009003	体会 1.0	领悟 0.9	理解 0.8	认识 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	相信.v 2101009007	信任 1.0	坚信 0.9	认可 0.8	承认 0.7	接受 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	相信.v 2101009010	信任 1.0	坚信 0.9	认可 0.8	承认 0.7	接受 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	相信.v 2101010014	希望 1.0	期望 0.9	预期 0.8	认为 0.7	料想 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	眼泪.v 2101009011	无力 1.0	悲伤 0.9	失望 0.8	痛苦 0.7	挣扎 0.6	沮丧 0.5	悲叹 0.3999999999999999	哀求 0.29999999999999993	 0.19999999999999996	铜铁0 -1
RESULT	撰写.v 2101010003	编写 1.0	组织 0.9	撰写 0.8	构思 0.7	拟定 0.6	起草 0.5	创作 0.3999999999999999	铜铁0 -1	铜铁1 -2	铜铁2 -3
RESULT	寄.v 2101010010	送 1.0	传递 0.9	发送 0.8	交付 0.7	转交 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	读者.v 2101010017	读书人 1.0	观众 0.9	观察者 0.8	浏览者 0.7	受众 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	启迪.v 2101010019	启发 1.0	开启 0.9	激发 0.8	唤醒 0.7	指引 0.6	激励 0.5	指导 0.3999999999999999	引导 0.29999999999999993	教导 0.19999999999999996	铜铁0 -1
RESULT	叫.v 2101012001	名叫 1.0	命名 0.9	被称为 0.8	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	叫.v 2101039014	称为 1.0	称作 0.9	称呼 0.8	称之为 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	祖祖辈辈.v 2101012008	前辈 1.0	祖先 0.9	祖宗 0.8	先辈 0.7	祖孙 0.6	祖上 0.5	祖室 0.3999999999999999	祖公 0.29999999999999993	 0.19999999999999996	铜铁0 -1
RESULT	生活.v 2101012009	居住 1.0	寓居 0.9	居留 0.8	定居 0.7	栖居 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	生活.v 2102001000	日常 1.0	日常生活 0.9	日常活动 0.8	日常工作 0.7	日常任务 0.6	日常事务 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	看.v 2101013000	读 1.0	浏览 0.9	查看 0.8	阅读 0.7	研究 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	看.v 2101026001	看见 1.0	观察 0.9	发现 0.8	注意到 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	启事.v 2101013010	公告 1.0	通知 0.9	声明 0.8	招聘 0.7	征集 0.6	征求 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	想.v 2101013013	想要 1.0	愿意 0.9	打算 0.8	准备 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	想.v 2104014012	想换 1.0	企图 0.9	打算 0.8	期望 0.7	计划 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	说.v 2101013014	表达 1.0	表述 0.9	表示 0.8	声明 0.7	提出 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	说.v 2101019000	表达 1.0	说明 0.9	声称 0.8	声明 0.7	提到 0.6	指出 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	说.v 2101021002	告诉 1.0	声明 0.9	透露 0.8	表明 0.7	披露 0.6	提及 0.5	明确 0.3999999999999999	指出 0.29999999999999993	铜铁0 -1	铜铁1 -2
RESULT	说.v 2101023002	表达 1.0	声称 0.9	宣称 0.8	断言 0.7	断定 0.6	主张 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	说.v 2101042008	表达 1.0	表述 0.9	陈述 0.8	声明 0.7	描述 0.6	报告 0.5	演示 0.3999999999999999	演讲 0.29999999999999993	 0.19999999999999996	铜铁0 -1
RESULT	几句.v 2101013015	几句可以替换为一些话 1.0	一番话 0.9	一些感想 0.8	一些看法等 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	位于.v 2101014003	坐落 1.0	位居 0.9	所在 0.8	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	地区.v 2101014009	地域 1.0	区域 0.9	地带 0.8	地区 0.7	地方 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	腹地.v 2101014010	中心地带 1.0	核心区域 0.9	核心地带 0.8	中央地带 0.7	中央区域 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	早先.v 2101014012	以前 1.0	过去 0.9	先前 0.8	前些时候 0.7	早期 0.6	历史上 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	水陆码头.v 2101014014	水上码头 1.0	陆上码头 0.9	港口 0.8	码头 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	交通.v 2101014016	交通运输 1.0	运输 0.9	交通便利 0.8	交通便捷 0.7	交通网络 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	方便.v 2101014017	便利 1.0	容易 0.9	简单 0.8	易行 0.7	易得 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	历来.v 2101014019	一直 1.0	从前 0.9	历史上 0.8	早已 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	传统.v 2101014024	习俗 1.0	历史 0.9	传承 0.8	传说 0.7	遗产 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	改革开放.v 2101015000	改革春风 1.0	改革开放政策 0.9	改革开放运动 0.8	改 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	如鱼得水.v 2101015006	如鱼得水可以替换为活跃 1.0	蓬勃 0.9	游刃有余 0.8	自在 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	加上.v 2101015008	加之 1.0	再加 0.9	另外 0.8	此外 0.7	而且 0.6	并且 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	做生意.v 2101015009	经商 1.0	经营 0.9	买卖 0.8	交易 0.7	运营 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	脑瓜.v 2101015010	聪明 1.0	聪慧 0.9	精明 0.8	敏锐 0.7	机灵 0.6	聪颖 0.5	聪敏 0.3999999999999999	灵巧 0.29999999999999993	 0.19999999999999996	铜铁0 -1
RESULT	灵.v 2101015011	敏捷 1.0	敏锐 0.9	精明 0.8	聪明 0.7	机敏 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	能.v 2101015013	能够 1.0	有能力 0.9	勇敢 0.8	勇于 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	能.v 2101040017	可以 1.0	能够 0.9	会 0.8	能力 0.7	能耐. 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	吃苦.v 2101015014	勤奋 1.0	辛勤 0.9	艰苦 0.8	艰辛 0.7	艰难 0.6	艰巨 0.5	艰费心力 0.3999999999999999	 0.29999999999999993	铜铁0 -1	铜铁1 -2
RESULT	一下.v 2101015016	立刻 1.0	马上 0.9	即刻 0.8	迅速 0.7	快速 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	一下.v 2101024002	突然 1.0	马上 0.9	立刻 0.8	即刻 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	闯.v 2101015020	打开 1.0	突破 0.9	开辟 0.8	开创 0.7	创造 0.6	创建 0.5	拓展 0.3999999999999999	拓宽 0.29999999999999993	 0.19999999999999996	铜铁0 -1
RESULT	名气.v 2101015023	声誉 1.0	知名度 0.9	美誉 0.8	名望 0.7	名声 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	全国各地.v 2101015025	全国各地可以替换为全国各省 1.0	全国各地区 0.9	全国各省 0.8	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	客商.v 2101015027	商人 1.0	买家 0.9	消费者 0.8	客户 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	都.v 2101015028	所有 1.0	全部 0.9	各 0.8	各个 0.7	一切 0.6	全体 0.5	各种 0.3999999999999999	各类 0.29999999999999993	铜铁0 -1	铜铁1 -2
RESULT	都.v 2101023001	所有 1.0	大家 0.9	众人 0.8	一致 0.7	全部 0.6	均 0.5	各 0.3999999999999999	同样 0.29999999999999993	共同 0.19999999999999996	 0.09999999999999998
RESULT	都.v 2101028011	比起 1.0	比之 0.9	比及 0.8	比如 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	都.v 2101033025	所有 1.0	全部 0.9	均 0.8	皆 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	都.v 2101038002	全部 1.0	完全 0.9	全然 0.8	完整 0.7	完美 0.6	完全地 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	都.v 2101038008	所有 1.0	全部 0.9	均 0.8	全 0.7	各 0.6	各个 0.5	每一个. 0.3999999999999999	铜铁0 -1	铜铁1 -2	铜铁2 -3
RESULT	都.v 2101040016	所有 1.0	全部 0.9	均 0.8	各 0.7	同样 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	都.v 2101040021	所有 1.0	全部 0.9	均 0.8	各 0.7	同样 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	都.v 2102005071	全部 1.0	所有 0.9	全体 0.8	一切 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	都.v 2102008026	所有 1.0	全部 0.9	均 0.8	皆 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	愿.v 2101015029	愿望 1.0	希望 0.9	渴望 0.8	期望 0.7	热望 0.6	憧憬 0.5	渴求 0.3999999999999999	急切期待 0.29999999999999993	铜铁0 -1	铜铁1 -2
RESULT	实话.v 2101019001	真实 1.0	实在 0.9	实际 0.8	实证 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	真.v 2101019004	确实 1.0	实在 0.9	真实 0.8	真正 0.7	实际 0.6	真的 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	发展.v 2101020005	增长 1.0	发达 0.9	发迹 0.8	发展壮大 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	发展.v 2108001007	增长 1.0	扩张 0.9	发达 0.8	进步 0.7	发展 0.6	发明 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	高峰.v 2101020008	巅峰 1.0	顶峰 0.9	高潮 0.8	高涨 0.7	最高点 0.6	最高水平 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	客流量.v 2101020011	旅客数量 1.0	客流量 0.9	游客数量 0.7	游客流量 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	毛收入.v 2101021007	工资 1.0	收入 0.9	收益 0.8	收入额 0.7	收入量 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	多.v 2101021012	较多 1.0	较高 0.9	较大 0.8	较大量 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	多.v 2102010031	增加 1.0	超出 0.9	超过 0.8	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	多.v 2107003001	许多 1.0	大量 0.9	较多 0.8	更多 0.7	大批 0.6	众多 0.5	大量的 0.3999999999999999	许多的 0.29999999999999993	较多的 0.19999999999999996	 0.09999999999999998
RESULT	上万元.v 2101021014	万元以上 1.0	十万元以上 0.9	数万元以上 0.8	数十万元以上 0.7	百万 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	商品.v 2101022005	产品 1.0	物品 0.9	货物 0.8	商品 0.6	品种 0.5	品牌 0.3999999999999999	品 0.29999999999999993	铜铁0 -1	铜铁1 -2	铜铁2 -3
RESULT	泛滥.v 2101022006	横行 1.0	滋生 0.9	滥用 0.8	滥发 0.7	流行 0.6	蔓延 0.5	蔓延开来 0.3999999999999999	铜铁0 -1	铜铁1 -2	铜铁2 -3
RESULT	新闻.v 2101022012	媒体 1.0	媒体机构 0.9	新闻媒体 0.8	新闻机构 0.7	报纸 0.6	电视 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	单位.v 2101022013	机构 1.0	媒体 0.9	机关 0.8	组织 0.7	部门 0.6	单位等 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	单位.v 2102006030	公司 1.0	机构 0.9	企业 0.8	部门 0.7	组织 0.6	团体 0.5	单元 0.3999999999999999	社团等 0.29999999999999993	铜铁0 -1	铜铁1 -2
RESULT	曝.v 2101022014	披露 1.0	揭露 0.9	暴露 0.8	揭发 0.7	报道 0.6	报导 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	光.v 2101022016	曝出 1.0	披露 0.9	揭露 0.8	暴露 0.7	揭发 0.6	曝光 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	人们.v 2101023000	人士 1.0	大众 0.9	民众 0.8	民间 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	人们.v 2102001003	人群 1.0	消费者 0.9	大众 0.8	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6	铜铁6 -7
RESULT	人们.v 2106004011	居民 1.0	公民 0.9	社区成员 0.8	社会成员 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	人们.v 2106004019	居民 1.0	公民 0.9	社区成员 0.8	社会成员 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	敢.v 2101023007	胆敢 1.0	勇敢 0.9	敢于 0.8	大胆 0.7	冒险 0.6	挑战 0.5	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4
RESULT	敢.v 2101023014	勇敢 1.0	胆敢 0.9	敢于 0.8	敢作敢为 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	敢.v 2101042010	敢敢 1.0	勇敢 0.9	大胆 0.8	胆敢 0.7	冒险 0.6	挑战 0.5	比拼 0.3999999999999999	比较 0.29999999999999993	竞争 0.19999999999999996	铜铁0 -1
RESULT	买.v 2101023008	购买 1.0	购入 0.9	购销 0.8	购置 0.7	购进 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	惹.v 2101023015	惹恼 1.0	招惹 0.9	激怒 0.8	招致 0.7	引起 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	冷清.v 2101024004	沉寂 1.0	清凉 0.9	凋零 0.8	凋落 0.7	没落 0.6	没人问津 0.5	没趣 0.3999999999999999	没 0.29999999999999993	铜铁0 -1	铜铁1 -2
RESULT	下来.v 2101024005	消失 1.0	减弱 0.9	收缩 0.8	衰减 0.7	沉寂 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	下来.v 2101034009	停止 1.0	停滞 0.9	中断 0.8	中止 0.7	终止 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	买卖.v 2101024009	交易 1.0	商业 0.9	贸易 0.8	买进卖出 0.7	买卖行为 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	买卖.v 2101044008	交易 1.0	贸易 0.9	买进卖出 0.8	买卖交易 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	跟着.v 2101024011	随之 1.0	伴随 0.9	跟随 0.8	紧随 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
RESULT	衰.v 2101024012	衰落 1.0	衰退 0.9	衰弱 0.8	衰竭 0.7	衰减 0.6	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5
RESULT	衰.v 2101045006	衰落 1.0	衰退 0.9	衰弱 0.8	衰竭 0.7	衰减 0.6	衰微 0.5	衰老 0.3999999999999999	铜铁0 -1	铜铁1 -2	铜铁2 -3
RESULT	衰.v 2101045009	衰落 1.0	衰退 0.9	衰弱 0.8	衰竭 0.7	衰减 0.6	衰微 0.5	衰老 0.3999999999999999	铜铁0 -1	铜铁1 -2	铜铁2 -3
RESULT	整天.v 2101025000	一直 1.0	始终 0.9	全天 0.8	每天 0.7	铜铁0 -1	铜铁1 -2	铜铁2 -3	铜铁3 -4	铜铁4 -5	铜铁5 -6
